Friulimicin B,Molecular Weight,1303.5 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Friulimicin B,XLogP3-AA,-3,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Friulimicin B,Hydrogen Bond Donor Count,15,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Friulimicin B,Hydrogen Bond Acceptor Count,20,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Friulimicin B,Rotatable Bond Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Friulimicin B,Exact Mass,1302.681967 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Friulimicin B,Monoisotopic Mass,1302.681967 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Friulimicin B,Topological Polar Surface Area,513 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Friulimicin B,Heavy Atom Count,92,Computed by PubChem
Friulimicin B,Formal Charge,0,Computed by PubChem
Friulimicin B,Complexity,2730,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Friulimicin B,Isotope Atom Count,0,Computed by PubChem
Friulimicin B,Defined Atom Stereocenter Count,12,Computed by PubChem
Friulimicin B,Undefined Atom Stereocenter Count,0,Computed by PubChem
Friulimicin B,Defined Bond Stereocenter Count,1,Computed by PubChem
Friulimicin B,Undefined Bond Stereocenter Count,0,Computed by PubChem
Friulimicin B,Covalently-Bonded Unit Count,1,Computed by PubChem
Friulimicin B,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Tridecaptin A,Molecular Weight,1550.8 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tridecaptin A,XLogP3-AA,-5.2,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Tridecaptin A,Hydrogen Bond Donor Count,22,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tridecaptin A,Hydrogen Bond Acceptor Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tridecaptin A,Rotatable Bond Count,52,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tridecaptin A,Exact Mass,1549.850429 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tridecaptin A,Monoisotopic Mass,1549.850429 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tridecaptin A,Topological Polar Surface Area,607 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tridecaptin A,Heavy Atom Count,110,Computed by PubChem
Tridecaptin A,Formal Charge,0,Computed by PubChem
Tridecaptin A,Complexity,3020,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tridecaptin A,Isotope Atom Count,0,Computed by PubChem
Tridecaptin A,Defined Atom Stereocenter Count,13,Computed by PubChem
Tridecaptin A,Undefined Atom Stereocenter Count,1,Computed by PubChem
Tridecaptin A,Defined Bond Stereocenter Count,0,Computed by PubChem
Tridecaptin A,Undefined Bond Stereocenter Count,0,Computed by PubChem
Tridecaptin A,Covalently-Bonded Unit Count,1,Computed by PubChem
Tridecaptin A,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Tsushimycin,Molecular Weight,1304.4 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tsushimycin,XLogP3-AA,-2.3,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Tsushimycin,Hydrogen Bond Donor Count,15,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tsushimycin,Hydrogen Bond Acceptor Count,21,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tsushimycin,Rotatable Bond Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tsushimycin,Exact Mass,1303.665982 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tsushimycin,Monoisotopic Mass,1303.665982 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tsushimycin,Topological Polar Surface Area,507 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tsushimycin,Heavy Atom Count,92,Computed by PubChem
Tsushimycin,Formal Charge,0,Computed by PubChem
Tsushimycin,Complexity,2730,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tsushimycin,Isotope Atom Count,0,Computed by PubChem
Tsushimycin,Defined Atom Stereocenter Count,9,Computed by PubChem
Tsushimycin,Undefined Atom Stereocenter Count,3,Computed by PubChem
Tsushimycin,Defined Bond Stereocenter Count,1,Computed by PubChem
Tsushimycin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Tsushimycin,Covalently-Bonded Unit Count,1,Computed by PubChem
Tsushimycin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Colistin,Molecular Weight,1155.4 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Colistin,XLogP3-AA,-3.3,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Colistin,Hydrogen Bond Donor Count,18,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistin,Hydrogen Bond Acceptor Count,18,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistin,Rotatable Bond Count,28,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistin,Exact Mass,1154.749927 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Colistin,Monoisotopic Mass,1154.749927 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Colistin,Topological Polar Surface Area,491 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistin,Heavy Atom Count,81,Computed by PubChem
Colistin,Formal Charge,0,Computed by PubChem
Colistin,Complexity,2050,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistin,Isotope Atom Count,0,Computed by PubChem
Colistin,Defined Atom Stereocenter Count,12,Computed by PubChem
Colistin,Undefined Atom Stereocenter Count,1,Computed by PubChem
Colistin,Defined Bond Stereocenter Count,0,Computed by PubChem
Colistin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Colistin,Covalently-Bonded Unit Count,1,Computed by PubChem
Colistin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Colistimethate,Molecular Weight,1749.8 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Colistimethate,Hydrogen Bond Donor Count,18,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistimethate,Hydrogen Bond Acceptor Count,33,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistimethate,Rotatable Bond Count,39,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistimethate,Exact Mass,1748.537624 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Colistimethate,Monoisotopic Mass,1748.537624 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Colistimethate,Topological Polar Surface Area,749 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistimethate,Heavy Atom Count,112,Computed by PubChem
Colistimethate,Formal Charge,0,Computed by PubChem
Colistimethate,Complexity,3430,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Colistimethate,Isotope Atom Count,0,Computed by PubChem
Colistimethate,Defined Atom Stereocenter Count,0,Computed by PubChem
Colistimethate,Undefined Atom Stereocenter Count,13,Computed by PubChem
Colistimethate,Defined Bond Stereocenter Count,0,Computed by PubChem
Colistimethate,Undefined Bond Stereocenter Count,0,Computed by PubChem
Colistimethate,Covalently-Bonded Unit Count,6,Computed by PubChem
Colistimethate,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Polymyxin B,Molecular Weight,1203.5 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Polymyxin B,XLogP3-AA,-2.5,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Polymyxin B,Hydrogen Bond Donor Count,18,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin B,Hydrogen Bond Acceptor Count,18,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin B,Rotatable Bond Count,29,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin B,Exact Mass,1202.749927 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Polymyxin B,Monoisotopic Mass,1202.749927 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Polymyxin B,Topological Polar Surface Area,491 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin B,Heavy Atom Count,85,Computed by PubChem
Polymyxin B,Formal Charge,0,Computed by PubChem
Polymyxin B,Complexity,2150,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin B,Isotope Atom Count,0,Computed by PubChem
Polymyxin B,Defined Atom Stereocenter Count,12,Computed by PubChem
Polymyxin B,Undefined Atom Stereocenter Count,1,Computed by PubChem
Polymyxin B,Defined Bond Stereocenter Count,0,Computed by PubChem
Polymyxin B,Undefined Bond Stereocenter Count,0,Computed by PubChem
Polymyxin B,Covalently-Bonded Unit Count,1,Computed by PubChem
Polymyxin B,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Caspofungin,Molecular Weight,1093.3 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Caspofungin,XLogP3-AA,0.3,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Caspofungin,Hydrogen Bond Donor Count,16,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Caspofungin,Hydrogen Bond Acceptor Count,18,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Caspofungin,Rotatable Bond Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Caspofungin,Exact Mass,1092.643062 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Caspofungin,Monoisotopic Mass,1092.643062 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Caspofungin,Topological Polar Surface Area,412 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Caspofungin,Heavy Atom Count,77,Computed by PubChem
Caspofungin,Formal Charge,0,Computed by PubChem
Caspofungin,Complexity,1900,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Caspofungin,Isotope Atom Count,0,Computed by PubChem
Caspofungin,Defined Atom Stereocenter Count,14,Computed by PubChem
Caspofungin,Undefined Atom Stereocenter Count,2,Computed by PubChem
Caspofungin,Defined Bond Stereocenter Count,0,Computed by PubChem
Caspofungin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Caspofungin,Covalently-Bonded Unit Count,1,Computed by PubChem
Caspofungin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Micafungin,Molecular Weight,1270.3 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Micafungin,XLogP3-AA,-1.6,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Micafungin,Hydrogen Bond Donor Count,16,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Micafungin,Hydrogen Bond Acceptor Count,24,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Micafungin,Rotatable Bond Count,18,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Micafungin,Exact Mass,1269.438351 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Micafungin,Monoisotopic Mass,1269.438351 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Micafungin,Topological Polar Surface Area,519 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Micafungin,Heavy Atom Count,89,Computed by PubChem
Micafungin,Formal Charge,0,Computed by PubChem
Micafungin,Complexity,2580,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Micafungin,Isotope Atom Count,0,Computed by PubChem
Micafungin,Defined Atom Stereocenter Count,15,Computed by PubChem
Micafungin,Undefined Atom Stereocenter Count,0,Computed by PubChem
Micafungin,Defined Bond Stereocenter Count,0,Computed by PubChem
Micafungin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Micafungin,Covalently-Bonded Unit Count,1,Computed by PubChem
Micafungin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Oritavancin,Molecular Weight,1793.1 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Oritavancin,XLogP3-AA,1.5,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Oritavancin,Hydrogen Bond Donor Count,20,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Oritavancin,Hydrogen Bond Acceptor Count,29,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Oritavancin,Rotatable Bond Count,19,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Oritavancin,Exact Mass,1790.564106 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Oritavancin,Monoisotopic Mass,1790.564106 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Oritavancin,Topological Polar Surface Area,561 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Oritavancin,Heavy Atom Count,125,Computed by PubChem
Oritavancin,Formal Charge,0,Computed by PubChem
Oritavancin,Complexity,3700,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Oritavancin,Isotope Atom Count,0,Computed by PubChem
Oritavancin,Defined Atom Stereocenter Count,22,Computed by PubChem
Oritavancin,Undefined Atom Stereocenter Count,0,Computed by PubChem
Oritavancin,Defined Bond Stereocenter Count,0,Computed by PubChem
Oritavancin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Oritavancin,Covalently-Bonded Unit Count,1,Computed by PubChem
Oritavancin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04
Teicoplanin,Molecular Weight,1879.7 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Teicoplanin,XLogP3-AA,0.5,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Teicoplanin,Hydrogen Bond Donor Count,24,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Teicoplanin,Hydrogen Bond Acceptor Count,34,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Teicoplanin,Rotatable Bond Count,20,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Teicoplanin,Exact Mass,1877.556582 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Teicoplanin,Monoisotopic Mass,1877.556582 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Teicoplanin,Topological Polar Surface Area,662 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Teicoplanin,Heavy Atom Count,132,Computed by PubChem
Teicoplanin,Formal Charge,0,Computed by PubChem
Teicoplanin,Complexity,3920,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Teicoplanin,Isotope Atom Count,0,Computed by PubChem
Teicoplanin,Defined Atom Stereocenter Count,23,Computed by PubChem
Teicoplanin,Undefined Atom Stereocenter Count,0,Computed by PubChem
Teicoplanin,Defined Bond Stereocenter Count,0,Computed by PubChem
Teicoplanin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Teicoplanin,Covalently-Bonded Unit Count,1,Computed by PubChem
Teicoplanin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Telavancin,Molecular Weight,1755.6 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Telavancin,XLogP3-AA,-2.1,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Telavancin,Hydrogen Bond Donor Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Telavancin,Hydrogen Bond Acceptor Count,31,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Telavancin,Rotatable Bond Count,30,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Telavancin,Exact Mass,1753.63743 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Telavancin,Monoisotopic Mass,1753.63743 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Telavancin,Topological Polar Surface Area,598 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Telavancin,Heavy Atom Count,121,Computed by PubChem
Telavancin,Formal Charge,0,Computed by PubChem
Telavancin,Complexity,3490,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Telavancin,Isotope Atom Count,0,Computed by PubChem
Telavancin,Defined Atom Stereocenter Count,18,Computed by PubChem
Telavancin,Undefined Atom Stereocenter Count,0,Computed by PubChem
Telavancin,Defined Bond Stereocenter Count,0,Computed by PubChem
Telavancin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Telavancin,Covalently-Bonded Unit Count,1,Computed by PubChem
Telavancin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Polymyxin,Molecular Weight,1107.3 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Polymyxin,XLogP3-AA,-8,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Polymyxin,Hydrogen Bond Donor Count,19,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin,Hydrogen Bond Acceptor Count,19,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin,Rotatable Bond Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin,Exact Mass,1106.619641 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Polymyxin,Monoisotopic Mass,1106.619641 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Polymyxin,Topological Polar Surface Area,511 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin,Heavy Atom Count,78,Computed by PubChem
Polymyxin,Formal Charge,0,Computed by PubChem
Polymyxin,Complexity,2010,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Polymyxin,Isotope Atom Count,0,Computed by PubChem
Polymyxin,Defined Atom Stereocenter Count,12,Computed by PubChem
Polymyxin,Undefined Atom Stereocenter Count,0,Computed by PubChem
Polymyxin,Defined Bond Stereocenter Count,0,Computed by PubChem
Polymyxin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Polymyxin,Covalently-Bonded Unit Count,1,Computed by PubChem
Polymyxin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Laspartomycin,Molecular Weight,1275.4 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Laspartomycin,XLogP3-AA,0.8,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Laspartomycin,Hydrogen Bond Donor Count,14,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Laspartomycin,Hydrogen Bond Acceptor Count,20,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Laspartomycin,Rotatable Bond Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Laspartomycin,Exact Mass,1274.639433 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Laspartomycin,Monoisotopic Mass,1274.639433 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Laspartomycin,Topological Polar Surface Area,481 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Laspartomycin,Heavy Atom Count,90,Computed by PubChem
Laspartomycin,Formal Charge,0,Computed by PubChem
Laspartomycin,Complexity,2640,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Laspartomycin,Isotope Atom Count,0,Computed by PubChem
Laspartomycin,Defined Atom Stereocenter Count,10,Computed by PubChem
Laspartomycin,Undefined Atom Stereocenter Count,0,Computed by PubChem
Laspartomycin,Defined Bond Stereocenter Count,1,Computed by PubChem
Laspartomycin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Laspartomycin,Covalently-Bonded Unit Count,1,Computed by PubChem
Laspartomycin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.06.18)
Vancomycin,Molecular Weight,1449.2 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Vancomycin,XLogP3-AA,-2.6,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Vancomycin,Hydrogen Bond Donor Count,19,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Vancomycin,Hydrogen Bond Acceptor Count,26,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Vancomycin,Rotatable Bond Count,13,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Vancomycin,Exact Mass,1447.4302 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Vancomycin,Monoisotopic Mass,1447.4302 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Vancomycin,Topological Polar Surface Area,531 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Vancomycin,Heavy Atom Count,101,Computed by PubChem
Vancomycin,Formal Charge,0,Computed by PubChem
